annotation_id,annotator,created_at,id,image,label,lead_time,updated_at
1047,1,2026-03-19T18:41:04.143449Z,1047,http://127.0.0.1:8000/1121900300_60_3_left.png,hybrid_other,6.724,2026-03-19T18:41:04.143449Z
1048,1,2026-03-19T18:41:12.152407Z,1048,http://127.0.0.1:8000/1121900300_60_3_right.png,lion,7.526,2026-03-19T18:41:12.152407Z
1049,1,2026-03-19T18:41:16.167725Z,1049,http://127.0.0.1:8000/1121900300_60_4_left.png,horse,3.528,2026-03-19T18:41:16.167725Z
1050,1,2026-03-19T18:41:18.941257Z,1050,http://127.0.0.1:8000/1121900300_60_4_right.png,stag_deer,2.291,2026-03-19T18:41:18.941257Z
1051,1,2026-03-19T18:41:25.155411Z,1051,http://127.0.0.1:8000/1121900300_60_5_left.png,lion,5.68,2026-03-19T18:41:25.156411Z
1052,1,2026-03-19T18:41:29.602255Z,1052,http://127.0.0.1:8000/1121900300_60_5_right.png,jaguar,3.969,2026-03-19T18:41:29.602255Z
1053,1,2026-03-19T18:41:36.034937Z,1053,http://127.0.0.1:8000/1121900300_60_6_left.png,dog_greyhound,5.933,2026-03-19T18:41:36.035442Z
1054,1,2026-03-19T18:41:37.444292Z,1054,http://127.0.0.1:8000/1121900300_60_6_right.png,dog_greyhound,0.912,2026-03-19T18:41:37.444292Z
1055,1,2026-03-19T18:41:40.559553Z,1055,http://127.0.0.1:8000/1121900300_60_7_left.png,horse,2.645,2026-03-19T18:41:40.559553Z
1056,1,2026-03-19T18:41:44.645087Z,1056,http://127.0.0.1:8000/1121900300_60_7_right.png,dragon,3.581,2026-03-19T18:41:44.645087Z
1057,1,2026-03-19T18:41:46.692481Z,1057,http://127.0.0.1:8000/1121900300_60_8_left.png,griffin,1.52,2026-03-19T18:41:46.692481Z
1058,1,2026-03-19T18:41:48.731688Z,1058,http://127.0.0.1:8000/1121900300_60_8_right.png,griffin,1.523,2026-03-19T18:41:48.731688Z
1059,1,2026-03-19T18:41:54.814418Z,1059,http://127.0.0.1:8000/1121900300_61_1_left.png,bird_other,5.59,2026-03-19T18:41:54.814418Z
1060,1,2026-03-19T18:41:56.647043Z,1060,http://127.0.0.1:8000/1121900300_61_1_right.png,bird_other,1.332,2026-03-19T18:41:56.647043Z
1063,1,2026-03-19T18:42:08.511825Z,1063,http://127.0.0.1:8000/1121900300_61_3_left.png,eagle,1.781,2026-03-19T18:42:08.511825Z
1064,1,2026-03-19T18:42:09.739689Z,1064,http://127.0.0.1:8000/1121900300_61_3_right.png,eagle,0.74,2026-03-19T18:42:09.739689Z
1065,1,2026-03-19T18:42:19.972301Z,1065,http://127.0.0.1:8000/1121900300_61_4_left.png,griffin,9.354,2026-03-19T18:42:19.972301Z
1066,1,2026-03-19T18:42:22.167358Z,1066,http://127.0.0.1:8000/1121900300_61_4_right.png,lion,1.697,2026-03-19T18:42:22.167358Z
1067,1,2026-03-19T18:42:23.994866Z,1067,http://127.0.0.1:8000/1121900300_61_5_left.png,lion,1.309,2026-03-19T18:42:23.994866Z
1068,1,2026-03-19T18:42:26.319875Z,1068,http://127.0.0.1:8000/1121900300_61_5_right.png,lion,1.812,2026-03-19T18:42:26.319875Z
1069,1,2026-03-19T18:42:32.394039Z,1069,http://127.0.0.1:8000/1121900300_61_6_left.png,lion,5.566,2026-03-19T18:42:32.394039Z
1070,1,2026-03-19T18:42:46.463653Z,1070,http://127.0.0.1:8000/1121900300_61_6_right.png,pegasus,13.57,2026-03-19T18:42:46.463653Z
1071,1,2026-03-19T18:42:49.038828Z,1071,http://127.0.0.1:8000/1121900300_61_7_left.png,unicorn,1.934,2026-03-19T18:42:49.038828Z
1072,1,2026-03-19T18:42:50.591235Z,1072,http://127.0.0.1:8000/1121900300_61_7_right.png,unicorn,1.023,2026-03-19T18:42:50.591235Z
1073,1,2026-03-19T18:42:52.696199Z,1073,http://127.0.0.1:8000/1121900300_61_8_left.png,human,1.593,2026-03-19T18:42:52.696199Z
1074,1,2026-03-19T18:42:54.041103Z,1074,http://127.0.0.1:8000/1121900300_61_8_right.png,human,0.832,2026-03-19T18:42:54.041103Z
1075,1,2026-03-19T18:42:56.742745Z,1075,http://127.0.0.1:8000/1121900300_62_1_left.png,human,2.112,2026-03-19T18:42:56.742745Z
1076,1,2026-03-19T18:42:58.078110Z,1076,http://127.0.0.1:8000/1121900300_62_1_right.png,human,0.818,2026-03-19T18:42:58.078110Z
1077,1,2026-03-19T18:43:01.052359Z,1077,http://127.0.0.1:8000/1121900300_62_2_left.png,dog_talbot,2.466,2026-03-19T18:43:01.052359Z
1078,1,2026-03-19T18:43:03.037150Z,1078,http://127.0.0.1:8000/1121900300_62_2_right.png,dog_talbot,1.476,2026-03-19T18:43:03.037150Z
1079,1,2026-03-19T18:43:05.459068Z,1079,http://127.0.0.1:8000/1121900300_62_3_left.png,stag_deer,1.899,2026-03-19T18:43:05.459068Z
1080,1,2026-03-19T18:43:09.806246Z,1080,http://127.0.0.1:8000/1121900300_62_3_right.png,griffin,3.832,2026-03-19T18:43:09.806246Z
1081,1,2026-03-19T18:43:11.760971Z,1081,http://127.0.0.1:8000/1121900300_62_4_left.png,griffin,1.429,2026-03-19T18:43:11.761971Z
1082,1,2026-03-19T18:43:13.033583Z,1082,http://127.0.0.1:8000/1121900300_62_4_right.png,griffin,0.753,2026-03-19T18:43:13.033583Z
1083,1,2026-03-19T18:43:15.872464Z,1083,http://127.0.0.1:8000/1121900300_62_5_left.png,lion,2.367,2026-03-19T18:43:15.872464Z
1084,1,2026-03-19T18:43:18.749903Z,1084,http://127.0.0.1:8000/1121900300_62_5_right.png,horse,2.365,2026-03-19T18:43:18.749903Z
1085,1,2026-03-19T18:43:20.574417Z,1085,http://127.0.0.1:8000/1121900300_62_6_left.png,lion,1.344,2026-03-19T18:43:20.574417Z
1086,1,2026-03-19T18:43:22.907211Z,1086,http://127.0.0.1:8000/1121900300_62_6_right.png,lion,1.758,2026-03-19T18:43:22.907211Z
1087,1,2026-03-19T18:43:24.756655Z,1087,http://127.0.0.1:8000/1121900300_62_7_left.png,unicorn,1.346,2026-03-19T18:43:24.756655Z
1088,1,2026-03-19T18:43:26.694204Z,1088,http://127.0.0.1:8000/1121900300_62_7_right.png,unicorn,1.396,2026-03-19T18:43:26.694204Z
1089,1,2026-03-19T18:43:35.886971Z,1089,http://127.0.0.1:8000/1121900300_62_8_left.png,pegasus,8.679,2026-03-19T18:43:35.886971Z
1090,1,2026-03-19T18:43:38.316332Z,1090,http://127.0.0.1:8000/1121900300_62_8_right.png,pegasus,1.915,2026-03-19T18:43:38.316332Z
1091,1,2026-03-19T18:43:41.689634Z,1091,http://127.0.0.1:8000/1121900300_63_1_left.png,jaguar,2.852,2026-03-19T18:43:41.689634Z
1092,1,2026-03-19T18:43:43.398633Z,1092,http://127.0.0.1:8000/1121900300_63_1_right.png,jaguar,1.173,2026-03-19T18:43:43.398633Z
1093,1,2026-03-19T18:43:45.760323Z,1093,http://127.0.0.1:8000/1121900300_63_2_left.png,human,1.844,2026-03-19T18:43:45.760323Z
1094,1,2026-03-19T18:43:47.252488Z,1094,http://127.0.0.1:8000/1121900300_63_2_right.png,human,0.954,2026-03-19T18:43:47.252488Z
1095,1,2026-03-19T18:43:49.498810Z,1095,http://127.0.0.1:8000/1121900300_63_3_left.png,lion,1.749,2026-03-19T18:43:49.498810Z
1096,1,2026-03-19T18:43:50.873704Z,1096,http://127.0.0.1:8000/1121900300_63_3_right.png,lion,0.835,2026-03-19T18:43:50.873704Z
1097,1,2026-03-19T18:43:52.903616Z,1097,http://127.0.0.1:8000/1121900300_63_4_left.png,human,1.526,2026-03-19T18:43:52.903616Z
1098,1,2026-03-19T18:43:54.264214Z,1098,http://127.0.0.1:8000/1121900300_63_4_right.png,human,0.852,2026-03-19T18:43:54.264214Z
1099,1,2026-03-19T18:43:56.891224Z,1099,http://127.0.0.1:8000/1121900300_63_5_left.png,mammal_other,2.125,2026-03-19T18:43:56.892285Z
1100,1,2026-03-19T18:43:58.543057Z,1100,http://127.0.0.1:8000/1121900300_63_5_right.png,mammal_other,1.158,2026-03-19T18:43:58.543057Z
1101,1,2026-03-19T18:44:02.293723Z,1101,http://127.0.0.1:8000/1121900300_63_6_left.png,human,3.246,2026-03-19T18:44:02.293723Z
1102,1,2026-03-19T18:44:03.742679Z,1102,http://127.0.0.1:8000/1121900300_63_6_right.png,human,0.854,2026-03-19T18:44:03.743695Z
1103,1,2026-03-19T18:44:09.799595Z,1103,http://127.0.0.1:8000/1121900300_63_7_left.png,griffin,5.547,2026-03-19T18:44:09.799595Z
1104,1,2026-03-19T18:44:11.370681Z,1104,http://127.0.0.1:8000/1121900300_63_7_right.png,griffin,1.065,2026-03-19T18:44:11.370681Z
1105,1,2026-03-19T18:44:21.678704Z,1105,http://127.0.0.1:8000/1121900300_63_8_left.png,jaguar,9.802,2026-03-19T18:44:21.678704Z
1106,1,2026-03-19T18:44:23.033627Z,1106,http://127.0.0.1:8000/1121900300_63_8_right.png,jaguar,0.826,2026-03-19T18:44:23.033627Z
1107,1,2026-03-19T18:44:27.386177Z,1107,http://127.0.0.1:8000/1121900300_65_1_left.png,griffin,3.772,2026-03-19T18:44:27.386177Z
1108,1,2026-03-19T18:44:28.747706Z,1108,http://127.0.0.1:8000/1121900300_65_1_right.png,griffin,0.835,2026-03-19T18:44:28.747706Z
1111,1,2026-03-19T18:44:59.894260Z,1111,http://127.0.0.1:8000/1121900300_67_1_left.png,lion,22.785,2026-03-19T18:44:59.894260Z
1112,1,2026-03-19T18:45:01.226373Z,1112,http://127.0.0.1:8000/1121900300_67_1_right.png,lion,0.774,2026-03-19T18:45:01.226373Z
1113,1,2026-03-19T18:45:04.643397Z,1113,http://127.0.0.1:8000/1121900300_67_2_left.png,griffin,2.903,2026-03-19T18:45:04.644398Z
1114,1,2026-03-19T18:45:06.755504Z,1114,http://127.0.0.1:8000/1121900300_67_2_right.png,griffin,1.492,2026-03-19T18:45:06.755504Z
1115,1,2026-03-19T18:45:10.219234Z,1115,http://127.0.0.1:8000/1121900300_67_3_left.png,mammal_other,2.93,2026-03-19T18:45:10.219234Z
1116,1,2026-03-19T18:45:29.453660Z,1116,http://127.0.0.1:8000/1121900300_67_3_right.png,griffin,2.591,2026-03-19T18:45:29.453660Z
1117,1,2026-03-19T18:45:31.854341Z,1117,http://127.0.0.1:8000/1121900300_67_4_left.png,unicorn,1.853,2026-03-19T18:45:31.854341Z
1118,1,2026-03-19T18:45:33.486699Z,1118,http://127.0.0.1:8000/1121900300_67_4_right.png,unicorn,1.116,2026-03-19T18:45:33.486699Z
1119,1,2026-03-19T18:45:37.659983Z,1119,http://127.0.0.1:8000/1121900300_67_5_left.png,griffin,3.654,2026-03-19T18:45:37.659983Z
1120,1,2026-03-19T18:45:39.439692Z,1120,http://127.0.0.1:8000/1121900300_67_5_right.png,griffin,1.249,2026-03-19T18:45:39.441097Z
1121,1,2026-03-19T18:45:42.142409Z,1121,http://127.0.0.1:8000/1121900300_67_6_left.png,horse,2.18,2026-03-19T18:45:42.142409Z
1122,1,2026-03-19T18:45:44.450353Z,1122,http://127.0.0.1:8000/1121900300_67_6_right.png,stag_deer,1.774,2026-03-19T18:45:44.450353Z
1123,1,2026-03-19T18:45:47.800234Z,1123,http://127.0.0.1:8000/1121900300_67_7_left.png,horse,2.851,2026-03-19T18:45:47.800234Z
1124,1,2026-03-19T18:45:50.349061Z,1124,http://127.0.0.1:8000/1121900300_67_7_right.png,horse,2.04,2026-03-19T18:45:50.349061Z
1125,1,2026-03-19T18:45:52.309149Z,1125,http://127.0.0.1:8000/1121900300_67_8_left.png,lion,1.46,2026-03-19T18:45:52.309149Z
1126,1,2026-03-19T18:45:53.921006Z,1126,http://127.0.0.1:8000/1121900300_67_8_right.png,lion,1.093,2026-03-19T18:45:53.921006Z
1127,1,2026-03-19T18:45:58.466153Z,1127,http://127.0.0.1:8000/1121900300_68_1_left.png,wolf,4.044,2026-03-19T18:45:58.466153Z
1128,1,2026-03-19T18:46:01.586073Z,1128,http://127.0.0.1:8000/1121900300_68_1_right.png,wolf,2.586,2026-03-19T18:46:01.586073Z
1129,1,2026-03-19T18:46:03.528949Z,1129,http://127.0.0.1:8000/1121900300_68_2_left.png,jaguar,1.414,2026-03-19T18:46:03.528949Z
1130,1,2026-03-19T18:46:04.997038Z,1130,http://127.0.0.1:8000/1121900300_68_2_right.png,jaguar,0.93,2026-03-19T18:46:04.997038Z
1131,1,2026-03-19T18:46:06.655344Z,1131,http://127.0.0.1:8000/1121900300_68_3_left.png,jaguar,1.142,2026-03-19T18:46:06.655344Z
1132,1,2026-03-19T18:46:09.712730Z,1132,http://127.0.0.1:8000/1121900300_68_3_right.png,dog_talbot,2.067,2026-03-19T18:46:09.712730Z
1133,1,2026-03-19T18:46:13.610958Z,1133,http://127.0.0.1:8000/1121900300_68_4_left.png,stag_deer,3.374,2026-03-19T18:46:13.610958Z
1134,1,2026-03-19T18:46:15.323606Z,1134,http://127.0.0.1:8000/1121900300_68_4_right.png,stag_deer,1.21,2026-03-19T18:46:15.323606Z
1135,1,2026-03-19T18:46:18.245873Z,1135,http://127.0.0.1:8000/1121900300_68_5_left.png,human,2.413,2026-03-19T18:46:18.245873Z
1136,1,2026-03-19T18:46:19.806670Z,1136,http://127.0.0.1:8000/1121900300_68_5_right.png,human,1.037,2026-03-19T18:46:19.806670Z
1137,1,2026-03-19T18:46:22.588245Z,1137,http://127.0.0.1:8000/1121900300_68_6_left.png,griffin,2.247,2026-03-19T18:46:22.589252Z
1138,1,2026-03-19T18:46:23.836317Z,1138,http://127.0.0.1:8000/1121900300_68_6_right.png,griffin,1.462,2026-03-19T18:46:27.844924Z
1139,1,2026-03-19T18:46:35.635061Z,1139,http://127.0.0.1:8000/1121900300_68_7_left.png,human,3.254,2026-03-19T18:46:35.636067Z
1140,1,2026-03-19T18:46:37.004130Z,1140,http://127.0.0.1:8000/1121900300_68_7_right.png,human,0.82,2026-03-19T18:46:37.004130Z
1141,1,2026-03-19T18:46:39.397861Z,1141,http://127.0.0.1:8000/1121900300_68_8_left.png,horse,1.853,2026-03-19T18:46:39.397861Z
1142,1,2026-03-19T18:46:41.395681Z,1142,http://127.0.0.1:8000/1121900300_68_8_right.png,human,1.429,2026-03-19T18:46:41.395681Z
1143,1,2026-03-19T18:46:43.764282Z,1143,http://127.0.0.1:8000/1121900300_69_1_left.png,lion,1.613,2026-03-19T18:46:43.764282Z
1144,1,2026-03-19T18:46:45.850867Z,1144,http://127.0.0.1:8000/1121900300_69_1_right.png,jaguar,1.528,2026-03-19T18:46:45.850867Z
1145,1,2026-03-19T18:46:47.985123Z,1145,http://127.0.0.1:8000/1121900300_69_2_left.png,stag_deer,1.589,2026-03-19T18:46:47.985123Z
1146,1,2026-03-19T18:46:49.572677Z,1146,http://127.0.0.1:8000/1121900300_69_2_right.png,stag_deer,1.052,2026-03-19T18:46:49.572677Z
1147,1,2026-03-19T18:46:51.442386Z,1147,http://127.0.0.1:8000/1121900300_69_3_left.png,human,1.355,2026-03-19T18:46:51.442386Z
1148,1,2026-03-19T18:46:52.919896Z,1148,http://127.0.0.1:8000/1121900300_69_3_right.png,human,0.927,2026-03-19T18:46:52.919896Z
1149,1,2026-03-19T18:46:55.947794Z,1149,http://127.0.0.1:8000/1121900300_69_4_left.png,jaguar,2.517,2026-03-19T18:46:55.947794Z
1150,1,2026-03-19T18:46:57.282817Z,1150,http://127.0.0.1:8000/1121900300_69_4_right.png,jaguar,0.81,2026-03-19T18:46:57.282817Z
1151,1,2026-03-19T18:46:59.807702Z,1151,http://127.0.0.1:8000/1121900300_69_5_left.png,eagle,2.019,2026-03-19T18:46:59.807702Z
1152,1,2026-03-19T18:47:01.248020Z,1152,http://127.0.0.1:8000/1121900300_69_5_right.png,eagle,0.875,2026-03-19T18:47:01.248020Z
1153,1,2026-03-19T18:47:03.776081Z,1153,http://127.0.0.1:8000/1121900300_69_6_left.png,lion,1.994,2026-03-19T18:47:03.776081Z
1154,1,2026-03-19T18:47:06.397539Z,1154,http://127.0.0.1:8000/1121900300_69_6_right.png,horse,2.098,2026-03-19T18:47:06.398634Z
1155,1,2026-03-19T18:47:08.429855Z,1155,http://127.0.0.1:8000/1121900300_69_7_left.png,horse,1.493,2026-03-19T18:47:08.429855Z
1156,1,2026-03-19T18:47:10.564575Z,1156,http://127.0.0.1:8000/1121900300_69_7_right.png,stag_deer,1.595,2026-03-19T18:47:10.564575Z
1157,1,2026-03-19T18:47:17.254722Z,1157,http://127.0.0.1:8000/1121900300_69_8_left.png,human,6.125,2026-03-19T18:47:17.254722Z
1158,1,2026-03-19T18:47:18.919876Z,1158,http://127.0.0.1:8000/1121900300_69_8_right.png,human,1.112,2026-03-19T18:47:18.919876Z
1159,1,2026-03-19T18:47:35.728442Z,1159,http://127.0.0.1:8000/1121900300_70_1_left.png,wolf,16.289,2026-03-19T18:47:35.728442Z
1160,1,2026-03-19T18:47:37.051380Z,1160,http://127.0.0.1:8000/1121900300_70_1_right.png,wolf,0.75,2026-03-19T18:47:37.051380Z
1161,1,2026-03-19T18:47:39.180517Z,1161,http://127.0.0.1:8000/1121900300_70_2_left.png,stag_deer,1.616,2026-03-19T18:47:39.180517Z
1162,1,2026-03-19T18:47:43.255150Z,1162,http://127.0.0.1:8000/1121900300_70_2_right.png,stag_deer,3.507,2026-03-19T18:47:43.255150Z
1167,1,2026-03-19T18:47:54.949886Z,1167,http://127.0.0.1:8000/1121900300_70_5_left.png,lion,1.685,2026-03-19T18:47:54.949886Z
1168,1,2026-03-19T18:47:57.746487Z,1168,http://127.0.0.1:8000/1121900300_70_5_right.png,horse,2.148,2026-03-19T18:47:57.746487Z
1169,1,2026-03-19T18:48:00.632068Z,1169,http://127.0.0.1:8000/1121900300_70_6_left.png,,9.213,2026-03-19T18:48:13.263698Z
1170,1,2026-03-19T18:48:16.847350Z,1170,http://127.0.0.1:8000/1121900300_70_6_right.png,antelope,0.775,2026-03-19T18:48:16.847350Z
1175,1,2026-03-19T18:48:27.816379Z,1175,http://127.0.0.1:8000/1121900300_71_1_left.png,eagle,4.075,2026-03-19T18:48:27.816379Z
1176,1,2026-03-19T18:48:29.188500Z,1176,http://127.0.0.1:8000/1121900300_71_1_right.png,eagle,0.83,2026-03-19T18:48:29.188500Z
1181,1,2026-03-19T18:48:44.688373Z,1181,http://127.0.0.1:8000/1121900300_72_1_left.png,unicorn,7.736,2026-03-19T18:48:44.688373Z
1182,1,2026-03-19T18:48:47.156160Z,1182,http://127.0.0.1:8000/1121900300_72_1_right.png,horse,1.891,2026-03-19T18:48:47.156160Z
1183,1,2026-03-19T18:48:49.183569Z,1183,http://127.0.0.1:8000/1121900300_72_2_left.png,human,1.42,2026-03-19T18:48:49.183569Z
1184,1,2026-03-19T18:49:07.641154Z,1184,http://127.0.0.1:8000/1121900300_72_2_right.png,human,17.871,2026-03-19T18:49:07.641154Z
1187,1,2026-03-19T18:49:13.815845Z,1187,http://127.0.0.1:8000/1121900300_72_4_left.png,lion,1.902,2026-03-19T18:49:13.815845Z
1188,1,2026-03-19T18:49:17.380544Z,1188,http://127.0.0.1:8000/1121900300_72_4_right.png,griffin,2.968,2026-03-19T18:49:17.380544Z
1189,1,2026-03-19T18:49:19.521135Z,1189,http://127.0.0.1:8000/1121900300_85_1_left.png,unicorn,1.581,2026-03-19T18:49:19.521135Z
1190,1,2026-03-19T18:49:21.108943Z,1190,http://127.0.0.1:8000/1121900300_85_1_right.png,unicorn,1.036,2026-03-19T18:49:21.108943Z
1191,1,2026-03-19T18:49:25.034533Z,1191,http://127.0.0.1:8000/1121900300_88_1_left.png,antelope,3.26,2026-03-19T18:49:25.034533Z
1192,1,2026-03-19T18:49:26.667144Z,1192,http://127.0.0.1:8000/1121900300_88_1_right.png,antelope,1.097,2026-03-19T18:49:26.667144Z
1193,1,2026-03-19T18:49:28.691995Z,1193,http://127.0.0.1:8000/1121900300_93_1_left.png,lion,1.476,2026-03-19T18:49:28.691995Z
1194,1,2026-03-19T18:49:30.185568Z,1194,http://127.0.0.1:8000/1121900300_93_1_right.png,lion,0.93,2026-03-19T18:49:30.185568Z
1195,1,2026-03-19T18:49:33.028230Z,1195,http://127.0.0.1:8000/1121900300_96_1_left.png,human,2.227,2026-03-19T18:49:33.028230Z
1196,1,2026-03-19T18:49:34.388519Z,1196,http://127.0.0.1:8000/1121900300_96_1_right.png,human,0.809,2026-03-19T18:49:34.388519Z
1197,1,2026-03-19T18:49:36.948503Z,1197,http://127.0.0.1:8000/1121900300_98_1_left.png,stag_deer,2.072,2026-03-19T18:49:36.948503Z
1198,1,2026-03-19T18:49:39.662198Z,1198,http://127.0.0.1:8000/1121900300_98_1_right.png,dog_talbot,2.218,2026-03-19T18:49:39.662198Z
1199,1,2026-03-19T18:49:41.695174Z,1199,http://127.0.0.1:8000/1121900300_9_1_left.png,lion,1.422,2026-03-19T18:49:41.695174Z
1200,1,2026-03-19T18:49:44.251324Z,1200,http://127.0.0.1:8000/1121900300_9_1_right.png,horse,1.984,2026-03-19T18:49:44.251324Z
1201,1,2026-03-19T18:49:47.075549Z,1201,http://127.0.0.1:8000/1121900300_9_2_left.png,unicorn,2.222,2026-03-19T18:49:47.075549Z
1202,1,2026-03-19T18:49:49.491762Z,1202,http://127.0.0.1:8000/1121900300_9_2_right.png,bull,1.807,2026-03-19T18:49:49.491762Z
1203,1,2026-03-19T18:49:52.903149Z,1203,http://127.0.0.1:8000/1121900300_9_3_left.png,unicorn,2.69,2026-03-19T18:49:52.903149Z
1204,1,2026-03-19T18:49:55.530240Z,1204,http://127.0.0.1:8000/1121900300_9_3_right.png,antelope,2.019,2026-03-19T18:49:55.530240Z
1205,1,2026-03-19T18:49:57.584788Z,1205,http://127.0.0.1:8000/1121900300_9_4_left.png,lion,1.498,2026-03-19T18:49:57.584788Z
1206,1,2026-03-19T18:50:00.363192Z,1206,http://127.0.0.1:8000/1121900300_9_4_right.png,dog_greyhound,2.23,2026-03-19T18:50:00.363192Z
1207,1,2026-03-19T18:50:02.902095Z,1207,http://127.0.0.1:8000/1121900300_9_5_left.png,dog_talbot,1.979,2026-03-19T18:50:02.902095Z
1208,1,2026-03-19T18:50:06.259300Z,1208,http://127.0.0.1:8000/1121900300_9_5_right.png,dragon,2.789,2026-03-19T18:50:06.260301Z
1209,1,2026-03-19T18:50:09.213615Z,1209,http://127.0.0.1:8000/1121900300_9_6_left.png,antelope,2.382,2026-03-19T18:50:09.213615Z
1210,1,2026-03-19T18:50:11.315331Z,1210,http://127.0.0.1:8000/1121900300_9_6_right.png,dog_greyhound,1.52,2026-03-19T18:50:11.316843Z
1213,1,2026-03-19T18:50:55.188551Z,1213,http://127.0.0.1:8000/1121900300_9_8_left.png,griffin,7.271,2026-03-19T18:50:55.188551Z
1214,1,2026-03-19T18:50:58.054380Z,1214,http://127.0.0.1:8000/1121900300_9_8_right.png,wolf,2.303,2026-03-19T18:50:58.054380Z
1215,1,2026-03-19T18:51:00.595896Z,1215,http://127.0.0.1:8000/117500500_101_1_left.png,lion,1.975,2026-03-19T18:51:00.595896Z
1216,1,2026-03-19T18:51:02.056560Z,1216,http://127.0.0.1:8000/117500500_101_1_right.png,lion,0.897,2026-03-19T18:51:02.056560Z
1217,1,2026-03-19T18:51:05.173139Z,1217,http://127.0.0.1:8000/117500500_101_2_left.png,griffin,2.568,2026-03-19T18:51:05.173139Z
1218,1,2026-03-19T18:51:07.581887Z,1218,http://127.0.0.1:8000/117500500_101_2_right.png,griffin,1.671,2026-03-19T18:51:07.581887Z
1219,1,2026-03-19T18:51:09.842543Z,1219,http://127.0.0.1:8000/117500500_101_3_left.png,mammal_other,1.697,2026-03-19T18:51:09.843548Z
1220,1,2026-03-19T18:51:13.634525Z,1220,http://127.0.0.1:8000/117500500_101_3_right.png,griffin,3.183,2026-03-19T18:51:13.634525Z
1221,1,2026-03-19T18:51:15.877063Z,1221,http://127.0.0.1:8000/117500500_101_4_left.png,unicorn,1.685,2026-03-19T18:51:15.877063Z
1222,1,2026-03-19T18:51:17.201899Z,1222,http://127.0.0.1:8000/117500500_101_4_right.png,unicorn,0.776,2026-03-19T18:51:17.201899Z
1223,1,2026-03-19T18:51:20.068052Z,1223,http://127.0.0.1:8000/117500500_101_5_left.png,griffin,2.345,2026-03-19T18:51:20.068052Z
1224,1,2026-03-19T18:51:21.569717Z,1224,http://127.0.0.1:8000/117500500_101_5_right.png,griffin,0.934,2026-03-19T18:51:21.569717Z
1225,1,2026-03-19T18:51:24.764671Z,1225,http://127.0.0.1:8000/117500500_101_6_left.png,horse,5.047000000000001,2026-03-19T18:51:29.664795Z
1226,1,2026-03-19T18:51:33.690208Z,1226,http://127.0.0.1:8000/117500500_101_6_right.png,stag_deer,1.769,2026-03-19T18:51:33.690208Z
1227,1,2026-03-19T18:51:37.362462Z,1227,http://127.0.0.1:8000/117500500_101_7_left.png,horse,3.155,2026-03-19T18:51:37.362462Z
1228,1,2026-03-19T18:51:39.977984Z,1228,http://127.0.0.1:8000/117500500_101_7_right.png,horse,2.029,2026-03-19T18:51:39.977984Z
1229,1,2026-03-19T18:51:42.496516Z,1229,http://127.0.0.1:8000/117500500_101_8_left.png,lion,1.97,2026-03-19T18:51:42.496516Z
1230,1,2026-03-19T18:51:46.496836Z,1230,http://127.0.0.1:8000/117500500_101_8_right.png,lion,3.436,2026-03-19T18:51:46.496836Z
1231,1,2026-03-19T18:51:48.794035Z,1231,http://127.0.0.1:8000/117500500_102_1_left.png,wolf,1.711,2026-03-19T18:51:48.794035Z
1232,1,2026-03-19T18:51:50.441027Z,1232,http://127.0.0.1:8000/117500500_102_1_right.png,wolf,1.02,2026-03-19T18:51:50.441027Z
1233,1,2026-03-19T18:51:52.438553Z,1233,http://127.0.0.1:8000/117500500_102_2_left.png,jaguar,1.458,2026-03-19T18:51:52.438553Z
1234,1,2026-03-19T18:51:54.148175Z,1234,http://127.0.0.1:8000/117500500_102_2_right.png,jaguar,1.148,2026-03-19T18:51:54.148175Z
1235,1,2026-03-19T18:51:56.244510Z,1235,http://127.0.0.1:8000/117500500_102_3_left.png,jaguar,1.532,2026-03-19T18:51:56.244510Z
1236,1,2026-03-19T18:51:58.847447Z,1236,http://127.0.0.1:8000/117500500_102_3_right.png,dog_talbot,2.039,2026-03-19T18:51:58.847447Z
1237,1,2026-03-19T18:52:01.023235Z,1237,http://127.0.0.1:8000/117500500_102_4_left.png,stag_deer,1.577,2026-03-19T18:52:01.023235Z
1238,1,2026-03-19T18:52:02.826249Z,1238,http://127.0.0.1:8000/117500500_102_4_right.png,stag_deer,1.229,2026-03-19T18:52:02.826249Z
1239,1,2026-03-19T18:52:04.925212Z,1239,http://127.0.0.1:8000/117500500_102_5_left.png,human,1.501,2026-03-19T18:52:04.925212Z
1240,1,2026-03-19T18:52:06.359470Z,1240,http://127.0.0.1:8000/117500500_102_5_right.png,human,0.869,2026-03-19T18:52:06.359470Z
1241,1,2026-03-19T18:52:09.367281Z,1241,http://127.0.0.1:8000/117500500_102_6_left.png,griffin,2.389,2026-03-19T18:52:09.367281Z
1242,1,2026-03-19T18:52:10.853765Z,1242,http://127.0.0.1:8000/117500500_102_6_right.png,griffin,0.925,2026-03-19T18:52:10.853765Z
1243,1,2026-03-19T18:52:13.063856Z,1243,http://127.0.0.1:8000/117500500_102_7_left.png,human,1.608,2026-03-19T18:52:13.063856Z
1244,1,2026-03-19T18:52:15.257025Z,1244,http://127.0.0.1:8000/117500500_102_7_right.png,human,1.594,2026-03-19T18:52:15.257025Z
1245,1,2026-03-19T18:52:25.343045Z,1245,http://127.0.0.1:8000/117500500_102_8_left.png,horse,9.526,2026-03-19T18:52:25.343045Z
